,Season,TeamID,FirstDayNum,LastDayNum,CoachName
0,1985,1102,0,154,reggie_minton
1,1985,1103,0,154,bob_huggins
2,1985,1104,0,154,wimp_sanderson
3,1985,1106,0,154,james_oliver
4,1985,1108,0,154,davey_whitney
5,1985,1109,0,154,freddie_goss
6,1985,1110,0,154,ed_tapscott
7,1985,1111,0,154,kevin_cantwell
8,1985,1112,0,154,lute_olson
9,1985,1113,0,154,bob_weinhauer
10,1985,1114,0,154,mike_newell
11,1985,1116,0,154,eddie_sutton
12,1985,1117,0,154,nelson_catalina
13,1985,1119,0,154,les_wothke
14,1985,1120,0,154,sonny_smith
15,1985,1121,0,154,marvin_vanover
16,1985,1122,0,154,howard_jackson
17,1985,1123,0,154,al_brown
18,1985,1124,0,154,jim_haller
19,1985,1126,0,154,cy_mcclairen
20,1985,1129,0,154,bobby_dye
21,1985,1130,0,154,gary_williams
22,1985,1131,0,154,john_kuester
23,1985,1132,0,154,john_weinert
24,1985,1133,0,154,dick_versace
25,1985,1134,0,154,mark_reiner
26,1985,1135,0,154,mike_cingiser
27,1985,1137,0,154,charles_woollum
28,1985,1139,0,154,joe_sexson
29,1985,1140,0,154,ladell_andersen
30,1985,1141,0,154,dick_parfitt
31,1985,1143,0,154,dick_kuchen
32,1985,1144,0,154,jerry_smith
33,1985,1145,0,154,nick_macarchuk
34,1985,1147,0,154,tommy_canterbury
35,1985,1149,0,154,tommy_gaither
36,1985,1150,0,154,hal_wissel
37,1985,1151,0,154,murray_arnold
38,1985,1152,0,154,bob_hallberg
39,1985,1153,0,154,tony_yates
40,1985,1154,0,154,les_robinson
41,1985,1155,0,154,cliff_ellis
42,1985,1156,0,154,kevin_mackey
43,1985,1159,0,154,tony_relvas
44,1985,1160,0,154,tom_apke
45,1985,1161,0,154,tony_mcandrews
46,1985,1162,0,154,wayne_szoke
47,1985,1163,0,154,dom_perno
48,1985,1165,0,154,tom_miller
49,1985,1166,0,154,willie_reed
50,1985,1168,0,154,george_mcquarn
51,1985,1171,0,154,paul_cormier
52,1985,1172,0,154,bobby_hussey
53,1985,1173,0,154,don_donoher
54,1985,1174,0,154,ron_rainey
55,1985,1175,0,154,joe_dean_davidson
56,1985,1177,0,154,joey_meyer
57,1985,1178,0,154,don_sicko
58,1985,1179,0,154,gary_garner
59,1985,1180,0,154,eddie_burke
60,1985,1181,0,154,mike_krzyzewski
61,1985,1182,0,154,jim_satalin
62,1985,1183,0,154,rick_samuels
63,1985,1184,0,154,max_good
64,1985,1185,0,154,jim_boyce
65,1985,1186,0,154,jerry_krause
66,1985,1187,0,154,charlie_harrison
67,1985,1190,0,154,barry_dowd
68,1985,1191,0,154,dick_walters
69,1985,1192,0,154,tom_green
70,1985,1193,0,154,terry_o'connor
71,1985,1196,0,154,norm_sloan
72,1985,1197,0,154,willie_booker
73,1985,1199,0,154,joe_williams
74,1985,1200,0,154,thomas_penders
75,1985,1201,0,154,tiny_grant
76,1985,1202,0,154,jene_davis
77,1985,1203,0,154,gerry_gimelstob
78,1985,1204,0,154,frank_kerns
79,1985,1206,0,154,joe_harrington
80,1985,1207,0,154,john_thompson_jr
81,1985,1208,0,154,hugh_durham
82,1985,1209,0,36,tom_pugliese
83,1985,1209,37,154,mark_slonaker
84,1985,1210,0,154,bobby_cremins
85,1985,1211,0,154,jay_hillock
86,1985,1212,0,154,fred_hobdy
87,1985,1215,0,154,dick_danford
88,1985,1216,0,154,jack_phelan
89,1985,1217,0,154,frank_mclaughlin
90,1985,1218,0,154,larry_little
91,1985,1220,0,154,dick_berg
92,1985,1221,0,154,george_blaney
93,1985,1222,0,154,guy_lewis
94,1985,1223,0,154,gene_iba
95,1985,1224,0,154,a_b_williamson
96,1985,1225,0,154,bill_trumbo
97,1985,1226,0,154,wayne_ballard
98,1985,1227,0,154,willie_little
99,1985,1228,0,154,lou_henson
100,1985,1229,0,154,bob_donewald
101,1985,1231,0,154,bob_knight
102,1985,1232,0,154,dave_schellhase
103,1985,1233,0,154,pat_kennedy
104,1985,1234,0,154,george_raveling
105,1985,1235,0,154,johnny_orr
106,1985,1238,0,154,paul_covington
107,1985,1239,0,154,bob_wenzel
108,1985,1241,0,154,lou_campanelli
109,1985,1242,0,154,larry_brown
110,1985,1243,0,154,jack_hartman
111,1985,1245,0,154,jim_mcdonald
112,1985,1246,0,154,joe_b_hall
113,1985,1247,0,154,lefty_ervin
114,1985,1248,0,154,butch_van_breda_kolff
115,1985,1249,0,154,pat_foster
116,1985,1250,0,154,tom_schneider
117,1985,1253,0,154,ron_palmer
118,1985,1254,0,154,paul_lizzo
119,1985,1256,0,154,andy_russo
120,1985,1257,0,154,denny_crum
121,1985,1258,0,154,ed_goorjian
122,1985,1259,0,154,mark_amatucci
