,Season,DayNum,WTeamID,LTeamID,CRType,CityID
0,2010,7,1143,1293,Regular,4027
1,2010,7,1314,1198,Regular,4061
2,2010,7,1326,1108,Regular,4080
3,2010,7,1393,1107,Regular,4340
4,2010,9,1143,1178,Regular,4027
5,2010,9,1314,1300,Regular,4061
6,2010,9,1393,1352,Regular,4340
7,2010,10,1301,1209,Regular,4287
8,2010,10,1326,1241,Regular,4080
9,2010,11,1111,1423,Regular,4036
10,2010,11,1113,1442,Regular,4343
11,2010,11,1116,1108,Regular,4119
12,2010,11,1120,1310,Regular,4018
13,2010,11,1123,1434,Regular,4227
14,2010,11,1124,1313,Regular,4362
15,2010,11,1125,1340,Regular,4313
16,2010,11,1129,1258,Regular,4217
17,2010,11,1130,1171,Regular,4070
18,2010,11,1135,1383,Regular,4048
19,2010,11,1140,1133,Regular,4282
20,2010,11,1150,1421,Regular,4066
21,2010,11,1155,1342,Regular,4074
22,2010,11,1157,1158,Regular,4082
23,2010,11,1160,1115,Regular,4040
24,2010,11,1161,1413,Regular,4112
25,2010,11,1163,1456,Regular,4338
26,2010,11,1181,1422,Regular,4101
27,2010,11,1182,1311,Regular,4270
28,2010,11,1193,1148,Regular,4044
29,2010,11,1206,1251,Regular,4115
30,2010,11,1207,1408,Regular,4237
31,2010,11,1208,1309,Regular,4014
32,2010,11,1217,1221,Regular,4372
33,2010,11,1218,1381,Regular,4155
34,2010,11,1225,1428,Regular,4301
35,2010,11,1228,1188,Regular,4060
36,2010,11,1231,1224,Regular,4032
37,2010,11,1233,1131,Regular,4238
38,2010,11,1235,1226,Regular,4006
39,2010,11,1242,1220,Regular,4189
40,2010,11,1243,1260,Regular,4211
41,2010,11,1245,1359,Regular,4177
42,2010,11,1246,1287,Regular,4193
43,2010,11,1248,1447,Regular,4105
44,2010,11,1259,1436,Regular,4022
45,2010,11,1261,1419,Regular,4024
46,2010,11,1263,1200,Regular,4045
47,2010,11,1266,1147,Regular,4215
48,2010,11,1268,1149,Regular,4077
49,2010,11,1272,1238,Regular,4213
50,2010,11,1273,1137,Regular,4281
51,2010,11,1277,1195,Regular,4103
52,2010,11,1278,1399,Regular,4216
53,2010,11,1279,1114,Regular,4260
54,2010,11,1284,1198,Regular,4366
55,2010,11,1285,1315,Regular,4217
56,2010,11,1288,1107,Regular,4003
57,2010,11,1294,1270,Regular,4155
58,2010,11,1320,1176,Regular,4096
59,2010,11,1321,1296,Regular,4113
60,2010,11,1332,1445,Regular,4112
61,2010,11,1334,1337,Regular,4210
62,2010,11,1336,1335,Regular,4355
63,2010,11,1338,1459,Regular,4270
64,2010,11,1344,1136,Regular,4281
65,2010,11,1345,1169,Regular,4365
66,2010,11,1346,1216,Regular,4044
67,2010,11,1347,1298,Regular,4286
68,2010,11,1349,1170,Regular,4157
69,2010,11,1350,1250,Regular,4292
70,2010,11,1351,1280,Regular,4332
71,2010,11,1355,1461,Regular,4186
72,2010,11,1357,1463,Regular,4044
73,2010,11,1360,1390,Regular,4303
74,2010,11,1362,1142,Regular,4304
75,2010,11,1365,1167,Regular,4021
76,2010,11,1371,1389,Regular,4241
77,2010,11,1373,1398,Regular,4233
78,2010,11,1375,1223,Regular,4157
79,2010,11,1376,1105,Regular,4079
80,2010,11,1378,1374,Regular,4088
81,2010,11,1382,1156,Regular,4328
82,2010,11,1384,1110,Regular,4199
83,2010,11,1385,1254,Regular,4285
84,2010,11,1386,1180,Regular,4266
85,2010,11,1388,1308,Regular,4222
86,2010,11,1392,1271,Regular,4279
87,2010,11,1394,1333,Regular,4205
88,2010,11,1397,1122,Regular,4180
89,2010,11,1403,1377,Regular,4205
90,2010,11,1406,1275,Regular,4348
91,2010,11,1412,1453,Regular,4177
92,2010,11,1416,1269,Regular,4258
93,2010,11,1429,1451,Regular,4253
94,2010,11,1430,1295,Regular,4257
95,2010,11,1431,1411,Regular,4108
96,2010,11,1433,1126,Regular,4292
97,2010,11,1437,1192,Regular,4361
98,2010,11,1438,1255,Regular,4067
99,2010,11,1440,1119,Regular,4194
100,2010,11,1448,1331,Regular,4371
101,2010,11,1449,1460,Regular,4313
102,2010,11,1450,1290,Regular,4284
103,2010,11,1462,1464,Regular,4072
104,2010,12,1139,1172,Regular,4161
105,2010,12,1161,1445,Regular,4112
106,2010,12,1165,1104,Regular,4353
107,2010,12,1170,1223,Regular,4157
108,2010,12,1173,1166,Regular,4091
109,2010,12,1183,1405,Regular,4346
110,2010,12,1185,1324,Regular,4295
111,2010,12,1189,1252,Regular,4233
112,2010,12,1190,1111,Regular,4170
113,2010,12,1210,1197,Regular,4016
114,2010,12,1211,1290,Regular,4324
115,2010,12,1237,1179,Regular,4097
116,2010,12,1245,1412,Regular,4177
117,2010,12,1247,1214,Regular,4266
118,2010,12,1256,1410,Regular,4106
119,2010,12,1258,1315,Regular,4217
120,2010,12,1264,1312,Regular,4293
121,2010,12,1273,1136,Regular,4281
122,2010,12,1274,1300,Regular,4084
123,2010,12,1285,1129,Regular,4217
124,2010,12,1304,1367,Regular,4195
125,2010,12,1305,1286,Regular,4290
126,2010,12,1307,1415,Regular,4004
127,2010,12,1323,1316,Regular,4250
128,2010,12,1328,1291,Regular,4247
129,2010,12,1329,1370,Regular,4335
130,2010,12,1332,1413,Regular,4112
131,2010,12,1333,1377,Regular,4205
132,2010,12,1339,1186,Regular,4069
133,2010,12,1343,1141,Regular,4226
134,2010,12,1344,1137,Regular,4281
135,2010,12,1349,1375,Regular,4157
136,2010,12,1353,1265,Regular,4269
137,2010,12,1356,1404,Regular,4055
138,2010,12,1379,1418,Regular,4181
139,2010,12,1387,1369,Regular,4329
140,2010,12,1396,1174,Regular,4240
141,2010,12,1403,1394,Regular,4205
142,2010,12,1449,1125,Regular,4313
143,2010,12,1453,1359,Regular,4177
144,2010,12,1460,1340,Regular,4313
145,2010,13,1112,1319,Regular,4350
146,2010,13,1122,1103,Regular,4002
147,2010,13,1124,1216,Regular,4362
148,2010,13,1129,1315,Regular,4217
149,2010,13,1133,1226,Regular,4265
150,2010,13,1137,1136,Regular,4281
151,2010,13,1176,1115,Regular,4096
152,2010,13,1178,1444,Regular,4098
153,2010,13,1193,1200,Regular,4116
154,2010,13,1196,1391,Regular,4128
155,2010,13,1203,1423,Regular,4370
156,2010,13,1206,1171,Regular,4115
157,2010,13,1217,1456,Regular,4052
158,2010,13,1218,1270,Regular,4155
159,2010,13,1229,1188,Regular,4107
160,2010,13,1235,1152,Regular,4006
161,2010,13,1243,1442,Regular,4211
162,2010,13,1267,1299,Regular,4158
163,2010,13,1285,1258,Regular,4217
164,2010,13,1288,1420,Regular,4022
165,2010,13,1294,1381,Regular,4155
166,2010,13,1298,1255,Regular,4118
167,2010,13,1314,1434,Regular,4061
168,2010,13,1325,1292,Regular,4015
169,2010,13,1330,1126,Regular,4244
170,2010,13,1332,1161,Regular,4112
171,2010,13,1344,1273,Regular,4281
172,2010,13,1349,1223,Regular,4157
173,2010,13,1357,1248,Regular,4116
174,2010,13,1371,1284,Regular,4366
175,2010,13,1375,1170,Regular,4157
176,2010,13,1377,1394,Regular,4205
177,2010,13,1390,1142,Regular,4331
178,2010,13,1400,1414,Regular,4020
179,2010,13,1403,1333,Regular,4205
180,2010,13,1409,1198,Regular,4351
181,2010,13,1411,1225,Regular,4157
182,2010,13,1412,1359,Regular,4177
183,2010,13,1413,1445,Regular,4112
184,2010,13,1419,1108,Regular,4219
185,2010,13,1427,1234,Regular,4162
186,2010,13,1436,1138,Regular,4049
187,2010,13,1439,1135,Regular,4031
188,2010,13,1448,1187,Regular,4136
189,2010,13,1449,1340,Regular,4313
190,2010,13,1452,1259,Regular,4224
191,2010,13,1453,1245,Regular,4177
192,2010,13,1455,1192,Regular,4368
193,2010,13,1458,1236,Regular,4209
194,2010,13,1460,1125,Regular,4313
195,2010,14,1107,1110,Regular,4363
196,2010,14,1113,1402,Regular,4343
197,2010,14,1124,1380,Regular,4362
198,2010,14,1150,1189,Regular,4101
199,2010,14,1153,1341,Regular,4072
200,2010,14,1160,1164,Regular,4040
201,2010,14,1163,1159,Regular,4338
202,2010,14,1168,1417,Regular,4201
203,2010,14,1181,1157,Regular,4101
204,2010,14,1199,1239,Regular,4341
205,2010,14,1220,1463,Regular,4338
206,2010,14,1231,1367,Regular,4032
207,2010,14,1246,1275,Regular,4193
208,2010,14,1249,1410,Regular,4026
209,2010,14,1261,1232,Regular,4024
210,2010,14,1278,1372,Regular,4216
211,2010,14,1279,1106,Regular,4260
212,2010,14,1283,1120,Regular,4327
213,2010,14,1294,1218,Regular,4155
214,2010,14,1313,1263,Regular,4244
215,2010,14,1323,1384,Regular,4250
216,2010,14,1334,1360,Regular,4336
217,2010,14,1336,1352,Regular,4355
218,2010,14,1350,1440,Regular,4292
219,2010,14,1351,1250,Regular,4190
220,2010,14,1366,1148,Regular,4312
221,2010,14,1368,1194,Regular,4145
222,2010,14,1376,1204,Regular,4079
223,2010,14,1378,1438,Regular,4342
224,2010,14,1381,1270,Regular,4155
225,2010,14,1388,1361,Regular,4222
226,2010,14,1395,1169,Regular,4343
227,2010,14,1399,1146,Regular,4081
228,2010,14,1401,1374,Regular,4088
229,2010,14,1435,1252,Regular,4233
230,2010,14,1437,1335,Regular,4361
231,2010,14,1443,1454,Regular,4024
232,2010,14,1450,1186,Regular,4284
233,2010,15,1104,1238,Regular,4353
234,2010,15,1113,1395,Regular,4343
235,2010,15,1119,1254,Regular,4367
236,2010,15,1130,1383,Regular,4070
237,2010,15,1140,1226,Regular,4282
238,2010,15,1144,1187,Regular,4050
239,2010,15,1147,1212,Regular,4132
240,2010,15,1149,1154,Regular,4064
241,2010,15,1151,1190,Regular,4068
242,2010,15,1155,1251,Regular,4206
243,2010,15,1157,1189,Regular,4101
244,2010,15,1158,1457,Regular,4064
245,2010,15,1163,1220,Regular,4338
246,2010,15,1166,1197,Regular,4255
247,2010,15,1167,1430,Regular,4021
248,2010,15,1169,1402,Regular,4343
249,2010,15,1177,1162,Regular,4298
250,2010,15,1181,1150,Regular,4101
251,2010,15,1182,1234,Regular,4162
252,2010,15,1201,1319,Regular,4120
253,2010,15,1202,1342,Regular,4139
254,2010,15,1203,1131,Regular,4039
255,2010,15,1207,1396,Regular,4363
256,2010,15,1222,1311,Regular,4157
257,2010,15,1228,1296,Regular,4060
258,2010,15,1232,1454,Regular,4024
259,2010,15,1233,1214,Regular,4146
260,2010,15,1235,1179,Regular,4097
261,2010,15,1242,1272,Regular,4329
262,2010,15,1253,1337,Regular,4210
263,2010,15,1257,1116,Regular,4329
264,2010,15,1260,1145,Regular,4071
265,2010,15,1261,1443,Regular,4024
266,2010,15,1266,1271,Regular,4215
267,2010,15,1267,1292,Regular,4158
268,2010,15,1268,1193,Regular,4077
269,2010,15,1277,1211,Regular,4103
270,2010,15,1281,1404,Regular,4081
271,2010,15,1307,1308,Regular,4187
272,2010,15,1310,1180,Regular,4242
273,2010,15,1325,1299,Regular,4015
274,2010,15,1328,1419,Regular,4247
275,2010,15,1330,1255,Regular,4244
276,2010,15,1338,1127,Regular,4270
277,2010,15,1339,1370,Regular,4274
