,Season,TeamID,ConfAbbrev
0,1985,1102,wac
1,1985,1103,ovc
2,1985,1104,sec
3,1985,1106,swac
4,1985,1108,swac
5,1985,1109,ind
6,1985,1110,ecacs
7,1985,1111,southern
8,1985,1112,pac_ten
9,1985,1113,pac_ten
10,1985,1114,a_sun
11,1985,1116,swc
12,1985,1117,southland
13,1985,1119,maac
14,1985,1120,sec
15,1985,1121,ind
16,1985,1122,ovc
17,1985,1123,mac
18,1985,1124,swc
19,1985,1126,meac
20,1985,1129,big_sky
21,1985,1130,big_east
22,1985,1131,ecacn
23,1985,1132,mac
24,1985,1133,mvc
25,1985,1134,ind
26,1985,1135,ivy
27,1985,1137,ecc
28,1985,1139,mw_city
29,1985,1140,wac
30,1985,1141,mac
31,1985,1143,pac_ten
32,1985,1144,ind
33,1985,1145,ecacn
34,1985,1147,a_sun
35,1985,1149,ind
36,1985,1150,sun_belt
37,1985,1151,southern
38,1985,1152,ind
39,1985,1153,metro
40,1985,1154,southern
41,1985,1155,acc
42,1985,1156,mid_cont
43,1985,1159,ecacn
44,1985,1160,big_eight
45,1985,1161,wac
46,1985,1162,ivy
47,1985,1163,big_east
48,1985,1165,ivy
49,1985,1166,mvc
50,1985,1168,pcaa
51,1985,1171,ivy
52,1985,1172,southern
53,1985,1173,ind
54,1985,1174,ecc
55,1985,1175,meac
56,1985,1177,ind
57,1985,1178,mw_city
58,1985,1179,mvc
59,1985,1180,ecc
60,1985,1181,acc
61,1985,1182,a_ten
62,1985,1183,mid_cont
63,1985,1184,ovc
64,1985,1185,mac
65,1985,1186,ind
66,1985,1187,ecacs
67,1985,1190,southern
68,1985,1191,mw_city
69,1985,1192,ecacm
70,1985,1193,maac
71,1985,1196,sec
72,1985,1197,ind
73,1985,1199,metro
74,1985,1200,maac
75,1985,1201,pcaa
76,1985,1202,southern
77,1985,1203,a_ten
78,1985,1204,a_sun
79,1985,1206,ecacs
80,1985,1207,big_east
81,1985,1208,sec
82,1985,1209,a_sun
83,1985,1210,acc
84,1985,1211,wcc
85,1985,1212,swac
86,1985,1215,a_sun
87,1985,1216,ecacn
88,1985,1217,ivy
89,1985,1218,wac
90,1985,1220,ecc
91,1985,1221,maac
92,1985,1222,swc
93,1985,1223,a_sun
94,1985,1224,meac
95,1985,1225,big_sky
96,1985,1226,big_sky
97,1985,1227,mid_cont
98,1985,1228,big_ten
99,1985,1229,mvc
100,1985,1231,big_ten
101,1985,1232,mvc
102,1985,1233,maac
103,1985,1234,big_ten
104,1985,1235,big_eight
105,1985,1238,swac
106,1985,1239,sun_belt
107,1985,1241,ecacs
108,1985,1242,big_eight
109,1985,1243,big_eight
110,1985,1245,mac
111,1985,1246,sec
112,1985,1247,maac
113,1985,1248,ecc
114,1985,1249,southland
115,1985,1250,ecc
116,1985,1253,pcaa
117,1985,1254,ecacm
118,1985,1256,southland
119,1985,1257,metro
120,1985,1258,wcc
121,1985,1259,ecacm
122,1985,1260,mw_city
123,1985,1261,sec
124,1985,1263,ecacn
125,1985,1264,maac
126,1985,1265,ecacm
127,1985,1266,ind
128,1985,1267,southern
129,1985,1268,acc
130,1985,1269,a_ten
131,1985,1270,southland
132,1985,1271,meac
133,1985,1272,metro
134,1985,1273,a_sun
135,1985,1275,mac
136,1985,1276,big_ten
137,1985,1277,big_ten
138,1985,1278,big_ten
139,1985,1279,sec
140,1985,1280,sec
141,1985,1281,big_eight
142,1985,1283,mid_cont
143,1985,1284,ind
144,1985,1285,big_sky
145,1985,1286,big_sky
146,1985,1287,ovc
147,1985,1288,meac
148,1985,1290,swac
149,1985,1292,ovc
150,1985,1293,ovc
151,1985,1296,mac
152,1985,1298,ecacs
153,1985,1299,meac
154,1985,1301,acc
155,1985,1304,big_eight
156,1985,1305,big_sky
157,1985,1306,ecacn
158,1985,1307,wac
159,1985,1308,pcaa
160,1985,1309,ind
161,1985,1310,ecacn
162,1985,1311,gsc
163,1985,1314,acc
164,1985,1317,southland
165,1985,1318,ecacn
166,1985,1319,big_sky
167,1985,1320,mid_cont
168,1985,1321,big_ten
169,1985,1322,gsc
170,1985,1323,ind
171,1985,1325,mac
172,1985,1326,big_ten
173,1985,1327,mw_city
174,1985,1328,big_eight
175,1985,1329,big_eight
176,1985,1330,sun_belt
177,1985,1331,mw_city
178,1985,1332,pac_ten
179,1985,1333,pac_ten
180,1985,1334,pcaa
181,1985,1335,ivy
182,1985,1336,a_ten
183,1985,1337,wcc
184,1985,1338,big_east
185,1985,1339,wcc
186,1985,1341,swac
187,1985,1343,ivy
188,1985,1344,big_east
189,1985,1345,big_ten
190,1985,1347,ind
191,1985,1348,a_ten
192,1985,1349,swc
193,1985,1350,ecacs
194,1985,1351,ecc
195,1985,1352,ecacm
196,1985,1353,a_ten
197,1985,1354,meac
198,1985,1356,mvc
199,1985,1359,a_sun
200,1985,1360,wcc
201,1985,1361,wac
202,1985,1363,pcaa
203,1985,1364,pcaa
204,1985,1365,wcc
205,1985,1368,gsc
206,1985,1371,big_east
207,1985,1373,ecacn
208,1985,1374,swc
209,1985,1375,sun_belt
210,1985,1376,metro
211,1985,1378,sun_belt
212,1985,1379,metro
213,1985,1380,swac
214,1985,1382,a_ten
215,1985,1383,ecacm
216,1985,1384,ecacm
217,1985,1385,big_east
218,1985,1386,a_ten
219,1985,1387,mw_city
220,1985,1388,wcc
221,1985,1389,maac
222,1985,1390,pac_ten
223,1985,1391,ind
224,1985,1393,big_east
225,1985,1395,swc
226,1985,1396,a_ten
227,1985,1397,sec
228,1985,1398,ind
229,1985,1399,ovc
230,1985,1400,swc
231,1985,1401,swc
232,1985,1402,gsc
233,1985,1403,swc
234,1985,1405,mac
235,1985,1406,ecc
236,1985,1408,metro
237,1985,1409,mvc
238,1985,1410,ind
239,1985,1411,swac
240,1985,1412,sun_belt
241,1985,1414,pcaa
242,1985,1416,ind
243,1985,1417,pac_ten
244,1985,1418,ind
245,1985,1419,southland
246,1985,1423,ecacs
247,1985,1424,pcaa
248,1985,1425,pac_ten
249,1985,1426,southland
250,1985,1427,ind
251,1985,1428,wac
252,1985,1429,pcaa
253,1985,1431,wac
254,1985,1432,ind
255,1985,1433,sun_belt
256,1985,1434,mid_cont
257,1985,1435,sec
258,1985,1436,ecacn
259,1985,1437,big_east
260,1985,1438,acc
261,1985,1439,metro
262,1985,1440,southern
263,1985,1441,southern
264,1985,1442,mid_cont
265,1985,1443,sun_belt
266,1985,1444,mac
267,1985,1446,mvc
268,1985,1447,ecacm
269,1985,1448,acc
270,1985,1449,pac_ten
271,1985,1450,pac_ten
272,1985,1451,big_sky
273,1985,1452,a_ten
274,1985,1453,mid_cont
275,1985,1455,mvc
276,1985,1456,ecacs
277,1985,1458,big_ten
278,1985,1461,wac
279,1985,1462,mw_city
280,1985,1463,ivy
281,1985,1464,ovc
282,1986,1102,wac
283,1986,1103,ovc
284,1986,1104,sec
285,1986,1106,swac
286,1986,1108,swac
287,1986,1109,ind
288,1986,1110,caa
289,1986,1111,southern
290,1986,1112,pac_ten
291,1986,1113,pac_ten
292,1986,1114,a_sun
293,1986,1116,swc
294,1986,1117,southland
295,1986,1119,maac
296,1986,1120,sec
297,1986,1121,big_south
298,1986,1122,ovc
299,1986,1123,mac
300,1986,1124,swc
301,1986,1126,meac
302,1986,1129,big_sky
303,1986,1130,big_east
304,1986,1131,ecacn
305,1986,1132,mac
306,1986,1133,mvc
307,1986,1134,ind
308,1986,1135,ivy
309,1986,1137,ecc
310,1986,1139,mw_coll
311,1986,1140,wac
312,1986,1141,mac
313,1986,1143,pac_ten
314,1986,1144,big_south
315,1986,1145,ecacn
316,1986,1147,a_sun
317,1986,1149,big_south
318,1986,1150,sun_belt
319,1986,1151,southern
320,1986,1152,ind
321,1986,1153,metro
322,1986,1154,southern
323,1986,1155,acc
324,1986,1156,mid_cont
325,1986,1159,ecacn
326,1986,1160,big_eight
327,1986,1161,wac
328,1986,1162,ivy
329,1986,1163,big_east
330,1986,1164,meac
331,1986,1165,ivy
332,1986,1166,mvc
333,1986,1168,pcaa
334,1986,1171,ivy
335,1986,1172,southern
336,1986,1173,ind
337,1986,1174,ecc
338,1986,1175,meac
339,1986,1177,ind
340,1986,1178,mw_coll
341,1986,1179,mvc
342,1986,1180,ecc
343,1986,1181,acc
344,1986,1182,a_ten
345,1986,1183,mid_cont
346,1986,1184,ovc
347,1986,1185,mac
348,1986,1186,ind
349,1986,1187,caa
350,1986,1190,southern
351,1986,1191,mw_coll
352,1986,1192,ecacm
353,1986,1193,maac
354,1986,1196,sec
355,1986,1197,ind
356,1986,1199,metro
357,1986,1200,maac
358,1986,1201,pcaa
359,1986,1202,southern
360,1986,1203,a_ten
361,1986,1204,a_sun
362,1986,1206,caa
363,1986,1207,big_east
364,1986,1208,sec
365,1986,1209,a_sun
366,1986,1210,acc
367,1986,1211,wcc
368,1986,1212,swac
369,1986,1215,a_sun
370,1986,1216,ecacn
371,1986,1217,ivy
372,1986,1218,wac
373,1986,1220,ecc
374,1986,1221,maac
375,1986,1222,swc
376,1986,1223,a_sun
377,1986,1224,meac
378,1986,1225,big_sky
379,1986,1226,big_sky
380,1986,1227,mid_cont
381,1986,1228,big_ten
382,1986,1229,mvc
383,1986,1231,big_ten
384,1986,1232,mvc
385,1986,1233,maac
386,1986,1234,big_ten
387,1986,1235,big_eight
388,1986,1238,swac
389,1986,1239,sun_belt
390,1986,1241,caa
391,1986,1242,big_eight
392,1986,1243,big_eight
393,1986,1245,mac
394,1986,1246,sec
395,1986,1247,maac
396,1986,1248,ecc
397,1986,1249,southland
398,1986,1250,ecc
399,1986,1253,pcaa
400,1986,1254,ecacm
401,1986,1256,southland
402,1986,1257,metro
403,1986,1258,wcc
404,1986,1259,ecacm
405,1986,1260,mw_coll
406,1986,1261,sec
407,1986,1263,ecacn
408,1986,1264,maac
409,1986,1265,ecacm
410,1986,1266,ind
411,1986,1267,southern
412,1986,1268,acc
413,1986,1269,a_ten
414,1986,1270,southland
415,1986,1271,meac
416,1986,1272,metro
417,1986,1273,a_sun
418,1986,1274,ind
419,1986,1275,mac
420,1986,1276,big_ten
421,1986,1277,big_ten
422,1986,1278,big_ten
423,1986,1279,sec
424,1986,1280,sec
425,1986,1281,big_eight
426,1986,1283,mid_cont
427,1986,1284,ecacm
428,1986,1285,big_sky
429,1986,1286,big_sky
430,1986,1287,ovc
431,1986,1288,meac
432,1986,1290,swac
433,1986,1292,ovc
434,1986,1293,ovc
435,1986,1296,mac
436,1986,1298,caa
437,1986,1299,meac
438,1986,1301,acc
439,1986,1304,big_eight
440,1986,1305,big_sky
441,1986,1306,ecacn
442,1986,1307,wac
443,1986,1308,pcaa
444,1986,1309,ind
445,1986,1310,ecacn
446,1986,1311,gsc
447,1986,1314,acc
448,1986,1317,southland
449,1986,1318,ecacn
450,1986,1319,big_sky
451,1986,1320,mid_cont
452,1986,1321,big_ten
453,1986,1322,gsc
454,1986,1323,ind
455,1986,1325,mac
456,1986,1326,big_ten
457,1986,1328,big_eight
458,1986,1329,big_eight
459,1986,1330,sun_belt
460,1986,1331,mw_coll
461,1986,1332,pac_ten
462,1986,1333,pac_ten
463,1986,1334,pcaa
464,1986,1335,ivy
465,1986,1336,a_ten
466,1986,1337,wcc
467,1986,1338,big_east
468,1986,1339,wcc
469,1986,1341,swac
470,1986,1343,ivy
471,1986,1344,big_east
472,1986,1345,big_ten
473,1986,1347,big_south
474,1986,1348,a_ten
475,1986,1349,swc
476,1986,1350,caa
477,1986,1351,ecc
478,1986,1352,ecacm
479,1986,1353,a_ten
480,1986,1354,meac
481,1986,1356,mvc
482,1986,1359,a_sun
483,1986,1360,wcc
484,1986,1361,wac
485,1986,1362,wcc
486,1986,1363,pcaa
487,1986,1364,pcaa
488,1986,1365,wcc
489,1986,1368,gsc
490,1986,1371,big_east
491,1986,1373,ecacn
492,1986,1374,swc
493,1986,1375,sun_belt
494,1986,1376,metro
495,1986,1378,sun_belt
496,1986,1379,metro
497,1986,1380,swac
498,1986,1382,a_ten
499,1986,1383,ecacm
500,1986,1384,ecacm
501,1986,1385,big_east
502,1986,1386,a_ten
503,1986,1387,mw_coll
504,1986,1388,wcc
505,1986,1389,maac
506,1986,1390,pac_ten
507,1986,1391,a_sun
508,1986,1393,big_east
509,1986,1395,swc
510,1986,1396,a_ten
511,1986,1397,sec
512,1986,1398,ind
513,1986,1399,ovc
514,1986,1400,swc
515,1986,1401,swc
516,1986,1402,gsc
517,1986,1403,swc
518,1986,1405,mac
519,1986,1406,ecc
520,1986,1409,mvc
521,1986,1410,ind
522,1986,1411,swac
523,1986,1412,sun_belt
524,1986,1414,pcaa
525,1986,1416,ind
526,1986,1417,pac_ten
527,1986,1418,ind
528,1986,1419,southland
529,1986,1423,caa
530,1986,1424,pcaa
531,1986,1425,pac_ten
532,1986,1426,southland
533,1986,1427,ind
534,1986,1428,wac
535,1986,1429,pcaa
536,1986,1431,wac
537,1986,1432,ind
538,1986,1433,sun_belt
539,1986,1434,mid_cont
540,1986,1435,sec
541,1986,1436,ecacn
542,1986,1437,big_east
543,1986,1438,acc
544,1986,1439,metro
545,1986,1440,southern
546,1986,1441,southern
547,1986,1442,mid_cont
548,1986,1443,sun_belt
549,1986,1444,mac
550,1986,1446,mvc
551,1986,1447,ecacm
552,1986,1448,acc
553,1986,1449,pac_ten
554,1986,1450,pac_ten
555,1986,1451,big_sky
556,1986,1452,a_ten
557,1986,1453,mid_cont
558,1986,1455,mvc
559,1986,1456,caa
560,1986,1458,big_ten
561,1986,1461,wac
562,1986,1462,mw_coll
563,1986,1463,ivy
564,1986,1464,ovc
565,1987,1102,wac
566,1987,1103,ovc
567,1987,1104,sec
568,1987,1106,swac
569,1987,1108,swac
570,1987,1109,ind
571,1987,1110,caa
572,1987,1111,southern
573,1987,1112,pac_ten
574,1987,1113,pac_ten
575,1987,1114,a_sun
576,1987,1116,swc
577,1987,1117,southland
578,1987,1118,big_south
579,1987,1119,maac
580,1987,1120,sec
581,1987,1121,big_south
582,1987,1122,ovc
583,1987,1123,mac
584,1987,1124,swc
585,1987,1126,meac
586,1987,1129,big_sky
587,1987,1130,big_east
588,1987,1131,ecacn
589,1987,1132,mac
590,1987,1133,mvc
591,1987,1134,ind
592,1987,1135,ivy
593,1987,1137,ecc
594,1987,1139,mw_coll
595,1987,1140,wac
596,1987,1141,mac
597,1987,1143,pac_ten
598,1987,1144,big_south
599,1987,1145,ecacn
600,1987,1147,a_sun
601,1987,1148,ind
602,1987,1149,big_south
603,1987,1150,sun_belt
604,1987,1151,southern
605,1987,1152,ind
606,1987,1153,metro
607,1987,1154,southern
608,1987,1155,acc
609,1987,1156,mid_cont
610,1987,1157,big_south
611,1987,1159,ecacn
612,1987,1160,big_eight
613,1987,1161,wac
614,1987,1162,ivy
615,1987,1163,big_east
616,1987,1164,meac
617,1987,1165,ivy
618,1987,1166,mvc
619,1987,1168,pcaa
620,1987,1171,ivy
621,1987,1172,southern
622,1987,1173,ind
623,1987,1174,ecc
624,1987,1175,meac
625,1987,1177,ind
626,1987,1178,mw_coll
627,1987,1179,mvc
628,1987,1180,ecc
