,Season,DayNum,WTeamID,LTeamID,CRType,CityID
32645,2016,11,1104,1244,Regular,4353
32646,2016,11,1105,1408,Regular,4237
32647,2016,11,1112,1334,Regular,4350
32648,2016,11,1115,1370,Regular,4313
32649,2016,11,1116,1380,Regular,4119
32650,2016,11,1120,1412,Regular,4018
32651,2016,11,1124,1372,Regular,4362
32652,2016,11,1125,1266,Regular,4215
32653,2016,11,1133,1123,Regular,4265
32654,2016,11,1140,1430,Regular,4282
32655,2016,11,1141,1240,Regular,4226
32656,2016,11,1143,1349,Regular,4027
32657,2016,11,1151,1208,Regular,4014
32658,2016,11,1153,1441,Regular,4072
32659,2016,11,1155,1300,Regular,4139
32660,2016,11,1158,1354,Regular,4064
32661,2016,11,1159,1206,Regular,4115
32662,2016,11,1163,1263,Regular,4338
32663,2016,11,1170,1113,Regular,4343
32664,2016,11,1173,1369,Regular,4091
32665,2016,11,1174,1175,Regular,4099
32666,2016,11,1181,1373,Regular,4101
32667,2016,11,1184,1164,Regular,4291
32668,2016,11,1185,1436,Regular,4374
32669,2016,11,1187,1212,Regular,4138
32670,2016,11,1188,1117,Regular,4107
32671,2016,11,1189,1150,Regular,4066
32672,2016,11,1196,1298,Regular,4011
32673,2016,11,1201,1337,Regular,4126
32674,2016,11,1202,1342,Regular,4139
32675,2016,11,1203,1248,Regular,4363
32676,2016,11,1210,1165,Regular,4016
32677,2016,11,1213,1340,Regular,4267
32678,2016,11,1216,1148,Regular,4235
32679,2016,11,1218,1286,Regular,4155
32680,2016,11,1220,1145,Regular,4151
32681,2016,11,1221,1265,Regular,4275
32682,2016,11,1231,1183,Regular,4032
32683,2016,11,1234,1205,Regular,4162
32684,2016,11,1235,1160,Regular,4316
32685,2016,11,1237,1232,Regular,4344
32686,2016,11,1241,1350,Regular,4292
32687,2016,11,1242,1294,Regular,4189
32688,2016,11,1243,1271,Regular,4211
32689,2016,11,1246,1107,Regular,4193
32690,2016,11,1252,1365,Regular,4311
32691,2016,11,1257,1359,Regular,4203
32692,2016,11,1258,1168,Regular,4201
32693,2016,11,1260,1427,Regular,4071
32694,2016,11,1261,1270,Regular,4024
32695,2016,11,1268,1291,Regular,4077
32696,2016,11,1274,1410,Regular,4084
32697,2016,11,1277,1194,Regular,4103
32698,2016,11,1278,1282,Regular,4216
32699,2016,11,1279,1322,Regular,4260
32700,2016,11,1280,1186,Regular,4332
32701,2016,11,1281,1459,Regular,4081
32702,2016,11,1284,1417,Regular,4201
32703,2016,11,1285,1129,Regular,4217
32704,2016,11,1295,1413,Regular,4090
32705,2016,11,1296,1169,Regular,4093
32706,2016,11,1305,1157,Regular,4155
32707,2016,11,1307,1411,Regular,4004
32708,2016,11,1308,1223,Regular,4187
32709,2016,11,1314,1396,Regular,4011
32710,2016,11,1316,1228,Regular,4325
32711,2016,11,1318,1131,Regular,4039
32712,2016,11,1321,1262,Regular,4113
32713,2016,11,1323,1384,Regular,4250
32714,2016,11,1329,1404,Regular,4335
32715,2016,11,1330,1310,Regular,4244
32716,2016,11,1331,1283,Regular,4351
32717,2016,11,1332,1238,Regular,4112
32718,2016,11,1335,1352,Regular,4266
32719,2016,11,1343,1351,Regular,4190
32720,2016,11,1345,1299,Regular,4365
32721,2016,11,1348,1110,Regular,4179
32722,2016,11,1356,1102,Regular,4055
32723,2016,11,1357,1346,Regular,4235
32724,2016,11,1361,1229,Regular,4303
32725,2016,11,1362,1227,Regular,4071
32726,2016,11,1364,1303,Regular,4255
32727,2016,11,1371,1171,Regular,4241
32728,2016,11,1382,1127,Regular,4328
32729,2016,11,1385,1447,Regular,4285
32730,2016,11,1386,1180,Regular,4266
32731,2016,11,1389,1135,Regular,4169
32732,2016,11,1390,1453,Regular,4331
32733,2016,11,1393,1250,Regular,4340
32734,2016,11,1395,1368,Regular,4125
32735,2016,11,1397,1421,Regular,4180
32736,2016,11,1398,1259,Regular,4022
32737,2016,11,1401,1367,Regular,4078
32738,2016,11,1403,1219,Regular,4205
32739,2016,11,1407,1378,Regular,4342
32740,2016,11,1424,1142,Regular,4188
32741,2016,11,1425,1360,Regular,4201
32742,2016,11,1428,1381,Regular,4301
32743,2016,11,1429,1451,Regular,4253
32744,2016,11,1433,1341,Regular,4292
32745,2016,11,1434,1236,Regular,4357
32746,2016,11,1435,1122,Regular,4233
32747,2016,11,1437,1192,Regular,4361
32748,2016,11,1438,1288,Regular,4067
32749,2016,11,1442,1458,Regular,4209
32750,2016,11,1448,1420,Regular,4371
32751,2016,11,1449,1400,Regular,4314
32752,2016,11,1450,1319,Regular,4284
32753,2016,11,1452,1297,Regular,4224
32754,2016,11,1454,1176,Regular,4311
32755,2016,11,1455,1149,Regular,4368
32756,2016,11,1456,1301,Regular,4287
32757,2016,11,1460,1377,Regular,4093
32758,2016,11,1462,1275,Regular,4072
32759,2016,11,1463,1193,Regular,4235
32760,2016,12,1103,1156,Regular,4177
32761,2016,12,1106,1439,Regular,4031
32762,2016,12,1111,1239,Regular,4036
32763,2016,12,1130,1383,Regular,4070
32764,2016,12,1132,1309,Regular,4042
32765,2016,12,1139,1154,Regular,4161
32766,2016,12,1161,1320,Regular,4058
32767,2016,12,1166,1411,Regular,4255
32768,2016,12,1169,1460,Regular,4093
32769,2016,12,1172,1416,Regular,4089
32770,2016,12,1176,1365,Regular,4311
32771,2016,12,1177,1444,Regular,4071
32772,2016,12,1181,1136,Regular,4101
32773,2016,12,1225,1363,Regular,4305
32774,2016,12,1245,1464,Regular,4177
32775,2016,12,1246,1312,Regular,4193
32776,2016,12,1247,1406,Regular,4266
32777,2016,12,1269,1224,Regular,4007
32778,2016,12,1272,1379,Regular,4213
32779,2016,12,1296,1377,Regular,4093
32780,2016,12,1304,1290,Regular,4195
32781,2016,12,1325,1195,Regular,4015
32782,2016,12,1336,1440,Regular,4355
32783,2016,12,1344,1217,Regular,4281
32784,2016,12,1347,1207,Regular,4363
32785,2016,12,1374,1358,Regular,4088
32786,2016,12,1376,1313,Regular,4079
32787,2016,12,1409,1146,Regular,4351
32788,2016,12,1426,1200,Regular,4012
32789,2016,12,1454,1252,Regular,4311
32790,2016,12,1457,1214,Regular,4297
32791,2016,13,1119,1127,Regular,4360
32792,2016,13,1153,1352,Regular,4072
32793,2016,13,1155,1427,Regular,4074
32794,2016,13,1170,1370,Regular,4313
32795,2016,13,1176,1252,Regular,4311
32796,2016,13,1191,1369,Regular,4114
32797,2016,13,1199,1311,Regular,4341
32798,2016,13,1218,1157,Regular,4155
32799,2016,13,1228,1295,Regular,4325
32800,2016,13,1234,1164,Regular,4162
32801,2016,13,1248,1389,Regular,4105
32802,2016,13,1278,1419,Regular,4216
32803,2016,13,1281,1271,Regular,4081
32804,2016,13,1296,1460,Regular,4093
32805,2016,13,1301,1375,Regular,4287
32806,2016,13,1305,1286,Regular,4155
32807,2016,13,1307,1308,Regular,4187
32808,2016,13,1314,1193,Regular,4061
32809,2016,13,1326,1291,Regular,4080
32810,2016,13,1335,1148,Regular,4266
32811,2016,13,1345,1436,Regular,4365
32812,2016,13,1350,1391,Regular,4292
32813,2016,13,1353,1224,Regular,4269
32814,2016,13,1356,1197,Regular,4055
