,Season,ConfAbbrev,DayNum,WTeamID,LTeamID
3981,2016,a_sun,120,1195,1244
3982,2016,a_sun,120,1252,1239
3983,2016,a_sun,120,1316,1367
3984,2016,a_sun,120,1391,1312
3985,2016,a_sun,122,1195,1316
3986,2016,a_sun,122,1391,1252
3987,2016,a_sun,125,1195,1391
3988,2016,a_ten,128,1247,1182
3989,2016,a_ten,128,1387,1206
3990,2016,a_ten,129,1172,1247
3991,2016,a_ten,129,1203,1387
3992,2016,a_ten,129,1269,1348
3993,2016,a_ten,129,1350,1200
3994,2016,a_ten,130,1172,1382
3995,2016,a_ten,130,1173,1350
3996,2016,a_ten,130,1386,1203
3997,2016,a_ten,130,1433,1269
3998,2016,a_ten,131,1386,1173
3999,2016,a_ten,131,1433,1172
4000,2016,a_ten,132,1386,1433
4001,2016,aac,129,1378,1187
4002,2016,aac,129,1408,1416
4003,2016,aac,130,1163,1153
4004,2016,aac,130,1272,1409
4005,2016,aac,130,1396,1378
4006,2016,aac,130,1408,1222
4007,2016,aac,131,1163,1396
4008,2016,aac,131,1272,1408
4009,2016,aac,132,1163,1272
4010,2016,acc,127,1199,1130
4011,2016,acc,127,1301,1448
4012,2016,acc,128,1181,1301
4013,2016,acc,128,1210,1155
4014,2016,acc,128,1338,1393
4015,2016,acc,128,1439,1199
4016,2016,acc,129,1274,1439
4017,2016,acc,129,1314,1338
4018,2016,acc,129,1323,1181
4019,2016,acc,129,1438,1210
4020,2016,acc,130,1314,1323
4021,2016,acc,130,1438,1274
4022,2016,acc,131,1314,1438
4023,2016,aec,121,1216,1107
4024,2016,aec,121,1306,1127
4025,2016,aec,121,1392,1420
4026,2016,aec,121,1436,1263
4027,2016,aec,126,1392,1216
4028,2016,aec,126,1436,1306
4029,2016,aec,131,1392,1436
4030,2016,big_east,128,1207,1177
4031,2016,big_east,128,1266,1385
4032,2016,big_east,129,1344,1139
4033,2016,big_east,129,1371,1166
4034,2016,big_east,129,1437,1207
4035,2016,big_east,129,1462,1266
4036,2016,big_east,130,1371,1462
4037,2016,big_east,130,1437,1344
4038,2016,big_east,131,1371,1437
4039,2016,big_sky,127,1170,1286
4040,2016,big_sky,127,1186,1319
4041,2016,big_sky,127,1315,1381
4042,2016,big_sky,127,1340,1294
4043,2016,big_sky,129,1225,1186
4044,2016,big_sky,129,1285,1170
4045,2016,big_sky,129,1315,1226
4046,2016,big_sky,129,1451,1340
4047,2016,big_sky,130,1285,1225
4048,2016,big_sky,130,1451,1315
4049,2016,big_sky,131,1451,1285
4050,2016,big_south,122,1205,1144
4051,2016,big_south,122,1255,1149
4052,2016,big_south,122,1342,1347
4053,2016,big_south,123,1205,1157
4054,2016,big_south,123,1219,1255
4055,2016,big_south,123,1421,1251
4056,2016,big_south,123,1457,1342
4057,2016,big_south,124,1421,1219
4058,2016,big_south,124,1457,1205
4059,2016,big_south,125,1421,1457
4060,2016,big_ten,128,1228,1278
4061,2016,big_ten,128,1304,1353
4062,2016,big_ten,129,1228,1234
4063,2016,big_ten,129,1276,1321
4064,2016,big_ten,129,1304,1458
4065,2016,big_ten,129,1326,1336
4066,2016,big_ten,130,1268,1304
4067,2016,big_ten,130,1276,1231
4068,2016,big_ten,130,1277,1326
4069,2016,big_ten,130,1345,1228
4070,2016,big_ten,131,1277,1268
4071,2016,big_ten,131,1345,1276
4072,2016,big_ten,132,1277,1345
4073,2016,big_twelve,128,1243,1329
4074,2016,big_twelve,128,1395,1403
4075,2016,big_twelve,129,1124,1400
4076,2016,big_twelve,129,1242,1243
4077,2016,big_twelve,129,1328,1235
4078,2016,big_twelve,129,1452,1395
4079,2016,big_twelve,130,1242,1124
4080,2016,big_twelve,130,1452,1328
4081,2016,big_twelve,131,1242,1452
4082,2016,big_west,129,1218,1168
4083,2016,big_west,129,1253,1415
4084,2016,big_west,129,1364,1413
4085,2016,big_west,129,1414,1142
4086,2016,big_west,130,1218,1364
4087,2016,big_west,130,1253,1414
4088,2016,big_west,131,1218,1253
4089,2016,caa,123,1158,1174
4090,2016,caa,123,1180,1189
4091,2016,caa,124,1220,1180
4092,2016,caa,124,1318,1406
4093,2016,caa,124,1423,1158
4094,2016,caa,124,1456,1241
4095,2016,caa,125,1220,1456
4096,2016,caa,125,1423,1318
4097,2016,caa,126,1423,1220
4098,2016,cusa,127,1194,1427
4099,2016,cusa,128,1150,1349
4100,2016,cusa,128,1330,1194
4101,2016,cusa,128,1431,1198
4102,2016,cusa,128,1443,1317
4103,2016,cusa,129,1267,1431
4104,2016,cusa,129,1292,1150
4105,2016,cusa,129,1330,1256
