,Season,TeamID,FirstDayNum,LastDayNum,CoachName
9927,2016,1101,0,154,joe_golding
9928,2016,1102,0,154,dave_pilipovich
9929,2016,1103,0,154,keith_dambrot
9930,2016,1104,0,154,avery_johnson
9931,2016,1105,0,154,willie_hayes
9932,2016,1106,0,154,lewis_jackson
9933,2016,1107,0,154,will_brown
9934,2016,1108,0,154,montez_robinson
9935,2016,1110,0,154,mike_brennan
9936,2016,1111,0,154,jim_fox
9937,2016,1112,0,154,sean_miller
9938,2016,1113,0,154,bobby_hurley
9939,2016,1114,0,154,chris_beard
9940,2016,1115,0,154,george_ivory
9941,2016,1116,0,154,mike_anderson
9942,2016,1117,0,154,john_brady
9943,2016,1119,0,154,zach_spiker
9944,2016,1120,0,154,bruce_pearl
9945,2016,1122,0,154,dave_loos
9946,2016,1123,0,154,james_whitford
9947,2016,1124,0,154,scott_drew
9948,2016,1125,0,154,rick_byrd
9949,2016,1126,0,154,gravelle_craig
9950,2016,1127,0,154,tommy_dempsey
9951,2016,1129,0,154,leon_rice
9952,2016,1130,0,154,jim_christian
9953,2016,1131,0,154,joe_jones
9954,2016,1132,0,154,michael_huger
9955,2016,1133,0,154,brian_wardle
9956,2016,1135,0,154,mike_martin_brn
9957,2016,1136,0,154,tim_o'shea
9958,2016,1137,0,154,nathan_davis
9959,2016,1138,0,154,nate_oats
9960,2016,1139,0,154,chris_holtmann
9961,2016,1140,0,154,dave_rose
9962,2016,1141,0,154,keno_davis
9963,2016,1142,0,154,joe_callero
9964,2016,1143,0,154,cuonzo_martin
9965,2016,1144,0,154,kevin_mcgeehan
9966,2016,1145,0,154,jim_baron
9967,2016,1146,0,154,russ_pennell
9968,2016,1148,0,154,howie_dickenman
9969,2016,1149,0,154,barclay_radebaugh
9970,2016,1150,0,154,mark_price
9971,2016,1151,0,154,matt_mccall
9972,2016,1152,0,154,tracy_dildy
9973,2016,1153,0,154,mick_cronin
9974,2016,1154,0,154,duggar_baucom
9975,2016,1155,0,154,brad_brownell
9976,2016,1156,0,154,gary_waters
9977,2016,1157,0,154,cliff_ellis
9978,2016,1158,0,154,earl_grant
9979,2016,1159,0,154,matt_langel
9980,2016,1160,0,154,tad_boyle
9981,2016,1161,0,154,larry_eustachy
9982,2016,1162,0,154,kyle_smith
9983,2016,1163,0,154,kevin_ollie
9984,2016,1164,0,154,michael_grant
9985,2016,1165,0,154,bill_courtney
9986,2016,1166,0,154,greg_mcdermott
9987,2016,1167,0,154,rod_barnes
9988,2016,1168,0,154,dedrique_taylor
9989,2016,1169,0,154,reggie_theus
9990,2016,1170,0,154,brian_katz
9991,2016,1171,0,154,paul_cormier
9992,2016,1172,0,154,bob_mckillop
9993,2016,1173,0,154,archie_miller
9994,2016,1174,0,154,monte_ross
9995,2016,1175,0,154,keith_walker
9996,2016,1176,0,154,joe_scott
9997,2016,1177,0,154,dave_leitao
9998,2016,1178,0,154,ray_mccallum
9999,2016,1179,0,154,ray_giacoletti
10000,2016,1180,0,154,bruiser_flint
10001,2016,1181,0,154,mike_krzyzewski
10002,2016,1182,0,154,jim_ferry
10003,2016,1183,0,154,jay_spoonhour
10004,2016,1184,0,154,dan_mchale
10005,2016,1185,0,154,rob_murphy
10006,2016,1186,0,154,jim_hayford
10007,2016,1187,0,154,jeff_lebo
10008,2016,1188,0,154,jon_harris
10009,2016,1189,0,154,matt_matheny
10010,2016,1190,0,154,steve_forbes
10011,2016,1191,0,154,marty_simmons
10012,2016,1192,0,154,greg_herenda
10013,2016,1193,0,154,sydney_johnson
10014,2016,1194,0,154,michael_curry
10015,2016,1195,0,154,joe_dooley
10016,2016,1196,0,154,michael_white
10017,2016,1197,0,154,byron_samuels
10018,2016,1198,0,154,anthony_evans
10019,2016,1199,0,154,leonard_hamilton
10020,2016,1200,0,154,jeff_neubauer
10021,2016,1201,0,154,rodney_terry
10022,2016,1202,0,154,niko_medved
10023,2016,1203,0,154,mike_lonergan
10024,2016,1204,0,154,mark_byington
10025,2016,1205,0,154,tim_craft
10026,2016,1206,0,154,dave_paulsen
10027,2016,1207,0,154,john_thompson_iii
10028,2016,1208,0,154,mark_fox
10029,2016,1209,0,154,ron_hunter
10030,2016,1210,0,154,brian_gregory
10031,2016,1211,0,154,mark_few
10032,2016,1212,0,154,shawn_walker
10033,2016,1213,0,154,dan_majerle
10034,2016,1214,0,154,edward_joyner
10035,2016,1216,0,154,john_gallagher
10036,2016,1217,0,154,tommy_amaker
10037,2016,1218,0,154,eran_ganot
10038,2016,1219,0,154,scott_cherry
10039,2016,1220,0,154,joe_mihalich
10040,2016,1221,0,154,bill_carmody
10041,2016,1222,0,154,kelvin_sampson
10042,2016,1223,0,154,ron_cottrell
10043,2016,1224,0,154,kevin_nickelberry
10044,2016,1225,0,154,don_verlin
10045,2016,1226,0,154,bill_evans
10046,2016,1227,0,154,steve_mcclain
10047,2016,1228,0,154,john_groce
10048,2016,1229,0,154,dan_muller
10049,2016,1230,0,154,ken_burmeister
10050,2016,1231,0,154,tom_crean
10051,2016,1232,0,154,greg_lansing
10052,2016,1233,0,154,tim_cluess
10053,2016,1234,0,154,fran_mccaffery
10054,2016,1235,0,154,steve_prohm
10055,2016,1236,0,154,jon_coffman
10056,2016,1237,0,154,jason_gardner
10057,2016,1238,0,154,wayne_brent
10058,2016,1239,0,154,tony_jasick
10059,2016,1240,0,154,james_green
10060,2016,1241,0,154,matt_brady
10061,2016,1242,0,154,bill_self
10062,2016,1243,0,154,bruce_weber
10063,2016,1244,0,154,al_skinner
10064,2016,1245,0,154,rob_senderoff
10065,2016,1246,0,154,john_calipari
10066,2016,1247,0,154,john_giannini
